Codigo,Direccion,Latitud,Longitud,Piezas,Precio Min (UF),Precio Max (UF),Tamaño Min,Tamaño Max,Pago,Tipo de Vivienda
5004239,"Grecia, DUPLEX, PARA REMODELAR!!!, Ñuñoa",-33.46313,-70.60408,3D/1B,3180,0,82,82,venta,departamento
4998743,"Compañía De Jesús 1429 - Compañía De Jesús, Santiago, Santiago",-33.44889,-70.66927,2D/2B,3183,0,66,70,venta,departamento
4972103,"OPORTUNIDAD! San Eugenio/Carlos Dittborn-Metro Ñuble, Ñuñoa",-33.4638,-70.62498,2D/1B,3200,0,41,44,venta,departamento
4902069,"PZ-Gran Avenida/Florencia, San Miguel",-33.4905,-70.6527,2D/2B,3215,0,78,78,venta,departamento
4974149,"Metro Ecuador, Estación Central",-33.45272,-70.69784,3D/2B,3260,0,66,70,venta,departamento
4901168,"Av Beaucheff / Tupper, Santiago",-33.46401,-70.66413,3D/2B,3260,0,70,73,venta,departamento
5027459,"Metro Cal Y Canto, Santiago",-33.43353,-70.65539,3D/2B,3270,0,71,71,venta,departamento
4972855,"LOFT // Calle Dieciocho/Santa Isabel, Santiago",-33.4516,-70.6579,1D/1B,3300,0,41,71,venta,departamento
4983139,"Metro Sta Isabel, Santiago",-33.4469,-70.63253,3D/2B,3300,0,68,68,venta,departamento
5008526,"Marin / Lira, Santiago",-33.44733,-70.63901,3D/2B,3324,0,72,80,venta,departamento
4805386,"Torres De San Borja - Marcoleta, Santiago",-33.441,-70.6398,3D/1B,3397,0,70,75,venta,departamento
4936308,"Gran Avenida Jose Miguel Carrera, La Cisterna",-33.52531,-70.65151,3D/2B,3398,0,74,74,venta,departamento
4798745,"IDEAL PARA INVERSIÓN, DEPARTAMENTO CON EXCELENTE CONECTIVIDAD, VISTA DESPEJADA, LADO METRO IRARRAZAVAL, 2 DORMITORIOS, 2 BAÑOS, Ñuñoa",-33.45242,-70.62599,2D/2B,3400,0,55,63,venta,departamento
5000080,"Metro Universidad De Chile, Santiago",-33.44683,-70.64782,2D/2B,3400,0,43,48,venta,departamento
4981924,"Vicuña Mackenna 601, Santiago",-33.44898,-70.63205,2D/2B,3400,0,50,50,venta,departamento
4983880,"MARAVILLOSO / TERESA VIAL / METRO LO VIAL, San Miguel",-33.49299,-70.65449,2D/2B,3400,0,64,68,venta,departamento
4739504,"Teniente Cruz 21, Pudahuel",-33.46962,-70.73691,3D/2B,3420,0,75,75,venta,departamento
5002046,"Avenida Quilín 123, Macul",-33.4855,-70.61964,2D/2B,3420,0,55.3,60.6,venta,departamento
4983246,"Los Clarines, Macul, Macul",-33.48411,-70.59945,2D/1B,3430,0,48,51,venta,departamento
4991973,"Mujica 99, Ñuñoa",-33.45079,-70.62962,2D/2B,3434,0,50,53,venta,departamento
4880000,"MONSEÑOR ESCRIVA / LAS CONDES, Lo Barnechea",-33.36315,-70.4939,2D/1B,3470,0,60,65,venta,departamento
4423319,"San Martín 733 - Departamento 913, Santiago",-33.43556,-70.65846,2D/2B,3500,0,60,70,venta,departamento
5022557,"Blanco Encalada 1723 - Departamento 1601, Santiago",-33.45612,-70.65812,3D/2B,3500,0,79,84,venta,departamento
5031059,"Avenida Macul / Los Olmos, Macul",-33.4802,-70.5997,2D/2B,3500,0,53,55,venta,departamento
5014385,"Santa Rosa/Tarapaca, Santiago",-33.46824,-70.64238,2D/2B,3503,0,60,66,venta,departamento
4996067,"Las Condes/Plaza San Enrique, Lo Barnechea",-33.3635,-70.495,2D/1B,3504,0,55,66,venta,departamento
4907627,"Gath Y Chaves 2452 - Depto 411, Providencia",-33.42603,-70.60305,1D/1B,3527,0,36,36,venta,departamento
4376415,"Tobalaba 7300 - Departamento 104, La Florida",-33.51817,-70.55817,3D/2B,3530,0,74,84,venta,departamento
4865200,"Lord Cochrane 1007, Santiago",-33.45877,-70.6537,3D/2B,3550,0,67,69.5,venta,departamento
4992431,"Platon, Ñuñoa",-33.46374,-70.62178,3D/2B,3577,0,90,90,venta,departamento
4984653,"San Diego Y Conde Del Maule 1344 - Departamento 903 O, Santiago",-33.46291,-70.64802,2D/1B,3600,0,45,45,venta,departamento
5009533,"Irarrázaval 1989, Ñuñoa",-33.45368,-70.61021,1D/1B,3600,0,40,40,venta,departamento
4975834,"Teresa Vial 1170, San Miguel",-33.49337,-70.65398,3D/2B,3650,0,80,86,venta,departamento
5030508,"3D + 2B (99 M2), Metro Hospitales, Independencia",-33.42029,-70.65962,3D/2B,3660,0,60.12,99.08,venta,departamento
5035596,"Eleuterio Ramírez, Santiago - Departamento 1024, Santiago",-33.44916,-70.65003,3D/2B,3680,0,60,63,venta,departamento
5026754,"Metro Vicente Valdés, La Florida",-33.5247,-70.53839,3D/2B,3690,0,78,80.5,venta,departamento
4834187,"José Manuel Infante 2320 - Departamento 208, Ñuñoa",-33.45235,-70.61754,1D/1B,3700,0,45,50,venta,departamento
5002062,"MANUEL MONTT / TENIENTE MONTT, Ñuñoa",-33.4502,-70.6129,1D/1B,3700,0,32,40,venta,departamento
4969326,"5to Piso Sin Ascensor, F'Lazcano/ Llano, San Miguel",-33.4845,-70.6503,3D/2B,3742,0,78,80,venta,departamento
5000765,"METRO SAN MIGUEL, AÑO 2015 , FLORENCIA, San Miguel",-33.49025,-70.65307,2D/2B,3750,0,55,65,venta,departamento
4935649,"Duble Almeyda, Ñuñoa",-33.4543,-70.6165,1D/1B,3750,0,36,38,venta,departamento
4971458,"Santo Domingo 652, Santiago",-33.43572,-70.64657,2D/2B,3850,0,50,52.75,venta,departamento
5008595,"EXCELENTE OPORTUNIDAD DE COMPRA! DEPARTAMENTO COMO NUEVO!, Huechuraba",-33.34639,-70.67043,2D/2B,3850,0,70,70,venta,departamento
4986552,"MODERNO Y LUMINOSO DEPARTAMENTO A PASOS, Ñuñoa",-33.45783,-70.59872,2D/2B,3880,0,46,51,venta,departamento
4993209,"Carmen 187, Santiago",-33.44543,-70.64299,2D/2B,3890,0,70,79,venta,departamento
5029289,"EDIFICIO PARQUE SACRAMENTINOS, Santiago",-33.45061,-70.64614,3D/2B,3931,0,75,80,venta,departamento
4952410,"METRO MANUEL MONTT ROMAN DIAZ 175, Providencia",-33.432,-70.62182,1D/1B,3940,0,36,42,venta,departamento
5031296,"Avenida Providencia 1072 - Departamento 1005, Providencia",-33.43023,-70.62272,2D/1B,3950,0,60,60,venta,departamento
4983699,"Irarrazaval Con Hamburgo , Ñuñoa, Ñuñoa",-33.45418,-70.57619,2D/1B,3990,0,49,54,venta,departamento
5022926,"Avenida Ricardo Lyon 2830, Ñuñoa - Departamento 84, Ñuñoa",-33.44687,-70.6023,1D/1B,4000,0,45,55,venta,departamento
4865655,"ELEUTERIO RAMIREZ, Santiago",-33.4494,-70.6515,1D/1B,2500,0,35,35,venta,departamento
4890630,"Padre Miguel De Olivares / Corte Suprema, Santiago",-33.44906,-70.656,1D/1B,2500,0,35.8,36,venta,departamento
4851456,"METRO SANTA LUCÍA, Santiago",-33.4446,-70.6428,1D/1B,2500,0,30,30,venta,departamento
4852785,"Edificio Sol Mundo - Vicuna Mackenna/nub, Santiago",-33.4665,-70.6275,2D/1B,2500,0,40,30,venta,departamento
4852787,"Edificio Sol Mundo - Vicuna Mackenna/nub, Santiago",-33.4665,-70.6275,2D/1B,2500,0,40,30,venta,departamento
4852788,"Edificio Sol Mundo - Vicuna Mackenna/nub, Santiago",-33.4665,-70.6275,2D/1B,2500,0,40,30,venta,departamento
4852790,"Edificio Sol Mundo - Vicuna Mackenna/nub, Santiago",-33.4665,-70.6275,2D/1B,2500,0,40,30,venta,departamento
4852792,"Edificio Sol Mundo - Vicuna Mackenna/nub, Santiago",-33.4665,-70.6275,2D/1B,2500,0,40,30,venta,departamento
4852794,"Edificio Sol Mundo - Vicuna Mackenna/nub, Santiago",-33.4665,-70.6275,2D/1B,2500,0,40,30,venta,departamento
4402477,"Metro Ñuble, Santiago",-33.47039,-70.62599,1D/1B,2500,0,33.52,36.48,venta,departamento
4360547,"Santa Elena 1722, Santiago",-33.46649,-70.62807,3D/2B,2500,0,56,56,venta,departamento
4488527,"Blanco Encalada / Club Hipico, Santiago",-33.45724,-70.66598,2D/1B,2500,0,45,47,venta,departamento
4516313,"San Isidro 96 - Departamento 1310, Santiago",-33.44464,-70.64426,1D/1B,2500,0,30,32,venta,departamento
4552724,"Lord Cochrane // Tarapacá, Santiago",-33.4484,-70.6553,1D/1B,2500,0,41,41,venta,departamento
4558898,"MARIO KREUTZBERGER / SAN MARTIN, Santiago",-33.4359,-70.659,1D/1B,2500,0,34,34,venta,departamento
4611484,"AGUSTINAS / MANUEL RODRIGUEZ, Santiago",-33.44159,-70.65908,2D/2B,2500,0,52,54,venta,departamento
4626443,"Monjitas 740, Santiago",-33.43713,-70.64773,1D/1B,2500,0,35,35,venta,departamento
4656974,"Avenida Brasil 453, Santiago",-33.4393,-70.66464,2D/2B,2500,0,41,41,venta,departamento
4667686,"Zenteno 1490, Santiago",-33.46588,-70.64981,2D/1B,2500,0,43,43,venta,departamento
4816351,"Parque Almagro - San Diego/Eleuterio Ram, Santiago",-33.4495,-70.6507,1D/1B,2500,0,30,43,venta,departamento
4683603,"VICUNA MACKENNA CON ARGOMEDO, Santiago",-33.45354,-70.65641,2D/1B,2500,0,46,46,venta,departamento
4697272,"METRO TOESCA, Santiago",-33.45353,-70.65672,1D/1B,2500,0,34,34,venta,departamento
4707826,"Santa Victoria / Santa Isabel, Santiago",-33.44894,-70.64268,1D/1B,2500,0,30,30,venta,departamento
4728259,"METRO SANTA LUCIA, Santiago",-33.4489,-70.6427,1D/1B,2500,0,30,35,venta,departamento
4732985,"Monjitas 740, Santiago",-33.43713,-70.64773,1D/1B,2500,0,35,38,venta,departamento
4754913,"Mario Kreutzberger 1520, Santiago",-33.4359,-70.659,1D/1B,2500,0,34,102,venta,departamento
4986431,"Villasana, Quinta Normal",-33.4313,-70.6882,3D/1B,2500,0,47,49,venta,departamento
4959606,"General Gambino 3200, Conchalí",-33.39425,-70.6608,3D/2B,2500,0,68,68,venta,departamento
4643789,"La Palmilla/General Gandino, Conchalí",-33.3925,-70.6642,3D/1B,2500,0,62,68,venta,departamento
4965290,"BELISARIO PRATS/METRO HOAPITALES, Independencia",-33.4145,-70.6545,3D/1B,2500,0,56,68,venta,departamento
4702317,"TITAN / COSMOS, Estación Central",-33.4594,-70.7035,3D/2B,2500,0,58,60,venta,departamento
4835258,"Depto 2d 2b Con Estacionamiento Conde Del Maule 4175 - Departamento 300, Estación Central",-33.45304,-70.69336,2D/2B,2500,0,46,50.9,venta,departamento
4898202,"Metro San Alberto Hurtado - Toro Mazotte, Estación Central",-33.4547,-70.692,2D/2B,2500,0,46,46,venta,departamento
4970591,"A Pasos De Estación De Metro Cerro Blanco, Recoleta",-33.40633,-70.63952,1D/1B,2500,0,43,43,venta,departamento
4891976,"AVENIDA PERU, Recoleta",-33.4204,-70.6407,2D/2B,2500,0,42,45,venta,departamento
4800028,"Av La Paz / Juarez Larga, Recoleta",-33.42551,-70.65105,2D/1B,2500,0,58,60,venta,departamento
5041089,"Avenida Independencia 810 - Departamento 1316, Independencia",-33.42174,-70.65573,2D/1B,2500,0,46,48,venta,departamento
2720753,"Vicuña Mackeña / Coquimbo, Santiago",-33.45304,-70.63082,2D/1B,2500,0,43,43,venta,departamento
5019939,"Av Padre Hurtado, Maipú",-33.5218,-70.7562,3D/2B,2500,0,55,60,venta,departamento
3602176,"Carmen Con Matta Futuro Metro A Una Cuadra, Santiago",-33.45823,-70.63946,2D/1B,2500,0,44,46,venta,departamento
4015589,"San Isidro - Metro Santa Lucia, Santiago",-33.44464,-70.64426,1D/1B,2500,0,30,32,venta,departamento
4169344,"Portugal / Metro Irarrazabal, Santiago",-33.45451,-70.63396,1D/1B,2500,0,27.53,27.53,venta,departamento
4178984,"Metro Irarrázaval - Portugal, Santiago",-33.4545,-70.6339,1D/1B,2500,0,37,40,venta,departamento
4219912,"CARMEN / SANTA VICTORIA 492, Santiago",-33.44871,-70.64178,2D/1B,2500,0,46,47.7,venta,departamento
5035361,"Santa Isabel / Arturo Prat, Santiago",-33.45112,-70.64886,2D/1B,2500,0,44,44,venta,departamento
5036923,"Parque Los Reyes - Chacabuco-Mapocho, Santiago",-33.4311,-70.6793,3D/2B,2500,0,49,44,venta,departamento
5036925,"Parque Los Reyes - Mapocho, Santiago",-33.4314,-70.6749,2D/1B,2500,0,46,48,venta,departamento
5034529,"METRO STA ANA, EST Y BOD, Santiago",-33.4371,-70.6593,1D/1B,2500,0,30,31,venta,departamento
4965290,"BELISARIO PRATS/METRO HOAPITALES, Independencia",-33.4145,-70.6545,3D/1B,2500,0,56,31,venta,departamento
4702317,"TITAN / COSMOS, Estación Central",-33.4594,-70.7035,3D/2B,2500,0,58,60,venta,departamento
4835258,"Depto 2d 2b Con Estacionamiento Conde Del Maule 4175 - Departamento 300, Estación Central",-33.45304,-70.69336,2D/2B,2500,0,46,50.9,venta,departamento
4898202,"Metro San Alberto Hurtado - Toro Mazotte, Estación Central",-33.4547,-70.692,2D/2B,2500,0,46,46,venta,departamento
4970591,"A Pasos De Estación De Metro Cerro Blanco, Recoleta",-33.40633,-70.63952,1D/1B,2500,0,43,43,venta,departamento
4891976,"AVENIDA PERU, Recoleta",-33.4204,-70.6407,2D/2B,2500,0,42,45,venta,departamento
4800028,"Av La Paz / Juarez Larga, Recoleta",-33.42551,-70.65105,2D/1B,2500,0,58,60,venta,departamento
5041089,"Avenida Independencia 810 - Departamento 1316, Independencia",-33.42174,-70.65573,2D/1B,2500,0,46,48,venta,departamento
2720753,"Vicuña Mackeña / Coquimbo, Santiago",-33.45304,-70.63082,2D/1B,2500,0,43,43,venta,departamento
5019939,"Av Padre Hurtado, Maipú",-33.5218,-70.7562,3D/2B,2500,0,55,60,venta,departamento
3602176,"Carmen Con Matta Futuro Metro A Una Cuadra, Santiago",-33.45823,-70.63946,2D/1B,2500,0,44,46,venta,departamento
4015589,"San Isidro - Metro Santa Lucia, Santiago",-33.44464,-70.64426,1D/1B,2500,0,30,32,venta,departamento
4169344,"Portugal / Metro Irarrazabal, Santiago",-33.45451,-70.63396,1D/1B,2500,0,27.53,27.53,venta,departamento
4178984,"Metro Irarrázaval - Portugal, Santiago",-33.4545,-70.6339,1D/1B,2500,0,37,40,venta,departamento
4219912,"CARMEN / SANTA VICTORIA 492, Santiago",-33.44871,-70.64178,2D/1B,2500,0,46,47.7,venta,departamento
4865655,"ELEUTERIO RAMIREZ, Santiago",-33.4494,-70.6515,1D/1B,2500,0,35,35,venta,departamento
4890630,"Padre Miguel De Olivares / Corte Suprema, Santiago",-33.44906,-70.656,1D/1B,2500,0,35.8,36,venta,departamento
4851456,"METRO SANTA LUCÍA, Santiago",-33.4446,-70.6428,1D/1B,2500,0,30,30,venta,departamento
4852785,"Edificio Sol Mundo - Vicuna Mackenna/nub, Santiago",-33.4665,-70.6275,2D/1B,2500,0,40,30,venta,departamento
4852787,"Edificio Sol Mundo - Vicuna Mackenna/nub, Santiago",-33.4665,-70.6275,2D/1B,2500,0,40,30,venta,departamento
4852788,"Edificio Sol Mundo - Vicuna Mackenna/nub, Santiago",-33.4665,-70.6275,2D/1B,2500,0,40,30,venta,departamento
4852790,"Edificio Sol Mundo - Vicuna Mackenna/nub, Santiago",-33.4665,-70.6275,2D/1B,2500,0,40,30,venta,departamento
4852792,"Edificio Sol Mundo - Vicuna Mackenna/nub, Santiago",-33.4665,-70.6275,2D/1B,2500,0,40,30,venta,departamento
4852794,"Edificio Sol Mundo - Vicuna Mackenna/nub, Santiago",-33.4665,-70.6275,2D/1B,2500,0,40,30,venta,departamento
4402477,"Metro Ñuble, Santiago",-33.47039,-70.62599,1D/1B,2500,0,33.52,36.48,venta,departamento
5003923,"Alonso De Ovalle, Santiago",-33.4457,-70.6479,1D/1B,2500,0,32,35,venta,departamento
5009207,"Metro Franklin - General Gana/San Diego, Santiago",-33.471,-70.6481,2D/1B,2500,0,33,33,venta,departamento
5010551,"Barrio Republica /Av. España-3D-2B/63M2, Santiago",-33.45396,-70.67069,3D/2B,2500,0,65,65,venta,departamento
4971364,"Morandé 617, Santiago",-33.43628,-70.65407,1D/1B,2500,0,44,44,venta,departamento
4967222,"SAN ISIDRO 250, Santiago",-33.44681,-70.64357,1D/1B,2500,0,28,28,venta,departamento
4968928,"CATEDRAL / SAN MARTIN, Santiago",-33.43806,-70.65833,1D/1B,2500,0,54,55,venta,departamento
4962204,"Irarrazabal, Santiago",-33.45315,-70.63177,1D/1B,2500,0,30,30,venta,departamento
4962684,"Carmen/Artemio Gutierrez, Santiago",-33.4578,-70.6401,2D/1B,2500,0,40,30,venta,departamento
4963121,"Club Hípico, Santiago",-33.464,-70.6648,2D/2B,2500,0,59,59,venta,departamento
4984628,"A PASOS DE METRO UNIVERSIDAD DE CHILE, Santiago",-33.44683,-70.65156,1D/1B,2500,0,32,36,venta,departamento
4983658,"Lira 140, Santiago, Santiago",-33.44451,-70.64031,1D/1B,2500,0,32,32,venta,departamento
4979440,"Rosas / San Martin, Santiago",-33.4359,-70.659,1D/1B,2500,0,30,32,venta,departamento
4991818,"San Isidro. Metro Santa Lucía, Santiago",-33.44464,-70.64426,1D/1B,2500,0,40,42,venta,departamento
4990193,"Santo Domingo / Metro Bellas Artes, Santiago",-33.4311,-70.6538,1D/1B,2500,0,31,31,venta,departamento
4902629,"VICUÑA MACKENA / SANTA ISABEL, Santiago",-33.44735,-70.63208,1D/1B,2500,0,35,35,venta,departamento
4912608,"Santa Rosa / Santa Isabel, Santiago",-33.46912,-70.642,1D/1B,2500,0,38.29,40.29,venta,departamento
4905202,"General Bulnes 546 - Departamento 411, Santiago",-33.43876,-70.67057,1D/1B,2500,0,35,35,venta,departamento
4906670,"Cercano A Metro Toesca, Santiago",-33.45393,-70.66293,2D/2B,2500,0,36,38,venta,departamento
4917348,"Proyecto Zenteno Efficient - 2D2B - Parq, Santiago",-33.469,-70.6511,2D/2B,2500,0,36,38,venta,departamento
4918550,"DIECIOCHO 620 - Departamento 1223, Santiago",-33.45393,-70.65668,1D/1B,2500,0,34,34,venta,departamento
4919845,"STUDIO ZENTENO, METRO U DE CHILE Y MONED, Santiago",-33.447,-70.6521,1D/1B,2500,0,30,30,venta,departamento
4933939,"Mario Kreutzberger / San Martin, Santiago",-33.436,-70.65874,1D/1B,2500,0,32,64,venta,departamento
4948676,"Plaza Paris, Santiago",-33.4452,-70.6491,1D/1B,2500,0,44,47,venta,departamento
4949673,"Marcoleta / San Isidro, Santiago",-33.4437,-70.64398,1D/1B,2500,0,38,38,venta,departamento
4950061,"San Martín / San Pablo, Santiago",-33.43513,-70.65859,1D/1B,2500,0,32,36,venta,departamento
4626443,"Monjitas 740, Santiago",-33.43713,-70.64773,1D/1B,2500,0,35,35,venta,departamento
4656974,"Avenida Brasil 453, Santiago",-33.4393,-70.66464,2D/2B,2500,0,41,41,venta,departamento
4667686,"Zenteno 1490, Santiago",-33.46588,-70.64981,2D/1B,2500,0,43,43,venta,departamento
4816351,"Parque Almagro - San Diego/Eleuterio Ram, Santiago",-33.4495,-70.6507,1D/1B,2500,0,30,43,venta,departamento
4683603,"VICUNA MACKENNA CON ARGOMEDO, Santiago",-33.45354,-70.65641,2D/1B,2500,0,46,46,venta,departamento
4697272,"METRO TOESCA, Santiago",-33.45353,-70.65672,1D/1B,2500,0,34,34,venta,departamento
4707826,"Santa Victoria / Santa Isabel, Santiago",-33.44894,-70.64268,1D/1B,2500,0,30,30,venta,departamento
4728259,"METRO SANTA LUCIA, Santiago",-33.4489,-70.6427,1D/1B,2500,0,30,35,venta,departamento
4732985,"Monjitas 740, Santiago",-33.43713,-70.64773,1D/1B,2500,0,35,38,venta,departamento
4754913,"Mario Kreutzberger 1520, Santiago",-33.4359,-70.659,1D/1B,2500,0,34,102,venta,departamento
5003153,"Dardignac 28, Santiago",-33.43376,-70.6364,1D/1B,2500,0,42,90,venta,departamento
4963794,"San Antonio 630, Santiago",-33.43564,-70.64889,2D/2B,2500,0,50,50,venta,departamento
4647222,"Metro Toesca - Santa Isabel, Santiago",-33.4532,-70.6576,2D/2B,2500,0,41,43,venta,departamento
5034075,"Lourdes-Instituto Barros Arana - METRO G, Quinta Normal",-33.4377,-70.6885,3D/1B,2500,0,41,43,venta,departamento
4967551,"Metro Protectora - Luis Matte Larrain Po, Puente Alto",-33.5865,-70.5812,2D/1B,2500,0,53,56,venta,departamento
5039745,"Santa Isabel / Arturo Prat, Santiago",-33.45076,-70.64864,2D/1B,2501,0,48,48,venta,departamento
4978569,"Metro Trinidad, La Florida",-33.5433,-70.5919,2D/1B,2501,0,46,48,venta,departamento
5005092,"LOS INDUSTRIALES // PEDRO DE VALDIVIA, Macul",-33.4873,-70.6061,2D/1B,2501,0,65,70,venta,departamento
5000938,"Av La Florida 10269, La Florida",-33.5511,-70.5668,3D/1B,2501,0,58,58,venta,departamento
5032933,"OPORTUNIDAD DPTO. 2D / 1B TORO MAZOTE Nº 76, Estación Central",-33.45531,-70.69161,2D/1B,2501,0,42,42,venta,departamento
5036977,"Santa Isabel / Arturo Prat, Santiago",-33.45076,-70.64864,2D/1B,2501,0,48,48,venta,departamento
5031244,"Vital Apoquindo / Villa La Escuela, Las Condes",-33.4178,-70.53064,3D/1B,2501,0,70,120,venta,departamento
5033364,"158.815 - A 2 Cuadras De Alameda, Estación Central",-33.45908,-70.699,2D/2B,2501,0,42,42,venta,departamento
5032511,"Merced 562, Santiago",-33.43798,-70.64498,1D/1B,2501,0,32,32,venta,departamento
5030022,"San Francisco/Santa Isabel, Santiago",-33.4505,-70.6471,1D/1B,2501,0,35,32,venta,departamento
5026638,"Teatinos, Santiago",-33.43353,-70.65539,1D/1B,2501,0,25,25,venta,departamento
4901815,"Av. Independencia/Frente Calle Colon, Independencia",-33.4219,-70.6553,2D/1B,2501,0,44,25,venta,departamento
4765656,"AV. LA FLORIDA / DEPARTAMENTAL, La Florida",-33.51818,-70.58315,3D/1B,2502,0,60,60,venta,departamento
5025370,"Dep. 2D / 2B Tipo Mariposa Boca Metro Ecuador ., Estación Central",-33.45546,-70.69994,2D/2B,2502,0,52,55,venta,departamento
5024824,"Marín 395 - Departamento 102, Santiago",-33.44691,-70.63953,1D/1B,2502,0,45,45,venta,departamento
5023070,"Alejandro Fleming 9809, Las Condes",-33.42429,-70.5264,2D/1B,2502,0,55,58,venta,departamento
5023090,"EL LIBANO / DR, AMADOR NEGHME RODRIGUEZ, Macul",-33.49919,-70.59241,3D/1B,2502,0,64,88,venta,departamento
