Codigo,Direccion,Latitud,Longitud,Piezas,Precio Min (UF),Precio Max (UF),Tamaño Min,Tamaño Max,Pago,Tipo de Vivienda
5024288,"Depto En Venta, 3 Dormitorios, 2 Baños, Diego Portales 1486, Altos De La Florida II, La Florida",-33.56008,-70.56879,3D/2B,2502,0,62,68,venta,departamento
4855602,"Metro Padre Hurtado Con Estac 4175 - Departamento 300, Estación Central",-33.45304,-70.69336,2D/2B,2502,0,46,50.9,venta,departamento
5011777,"Nicasio Retamales, Estación Central",-33.4576,-70.6878,2D/2B,2502,0,68,68,venta,departamento
5020367,"Metro Santa Lucía/Santa Isabel / Santa R, Santiago",-33.4485,-70.6451,2D/2B,2502,0,60,68,venta,departamento
5000312,"Av. Américo Vespucio/Av. Grecia, Peñalolén",-33.4675,-70.576,3D/1B,2502,0,63,68,venta,departamento
4221282,"Dardignac, Recoleta",-33.43327,-70.63569,1D/1B,2502,0,54,54,venta,departamento
4880453,"DEPTO A MINUTOS DEL METRO LAGUNA SUR., Pudahuel",-33.4658,-70.73773,3D/2B,2502,0,70,70,venta,departamento
5013904,"Carlos Pezoa Véliz 143, Estación Central",-33.45536,-70.70286,2D/1B,2502,0,45,47,venta,departamento
4577843,"SAN ANTONIO/ESMERALDA, Santiago",-33.4355,-70.6488,2D/2B,2502,0,46,47,venta,departamento
5009208,"Metro Santa Ana - Huérfanos/Compañía, Santiago",-33.4406,-70.6606,1D/1B,2503,0,32,36,venta,departamento
4543361,"Subercaseaux, San Miguel",-33.4794,-70.649,3D/2B,2503,0,51,56,venta,departamento
5008218,"San Pablo / Metro Gruta De Lourdes, Quinta Normal",-33.43803,-70.68816,3D/1B,2503,0,50,52,venta,departamento
4962662,"AV. DEPARTAMENTAL/VESPUCIO/METRO MACUL, La Florida",-33.51,-70.592,3D/1B,2503,0,64,52,venta,departamento
4325927,"Metro Parque O""Higgins / Arturo Prat, Santiago",-33.45825,-70.64812,2D/1B,2503,0,60,60,venta,departamento
4138686,"Metro República, Santiago",-33.44768,-70.66981,2D/2B,2503,0,50,50,venta,departamento
3125352,"ARGOMEDO / VICUÑA MACKENNA, Santiago",-33.44898,-70.63284,2D/1B,2503,0,38,39,venta,departamento
4605594,"Americo Vespucio / Departamental, La Florida",-33.51339,-70.59149,3D/1B,2503,0,70,74,venta,departamento
5009704,"Dep. 2D / 2B Tipo Mariposa Boca Metro Ecuador ., Estación Central",-33.45546,-70.69994,2D/2B,2503,0,52,55,venta,departamento
4940884,"METRO SAN ALBERTO HURTADO / AV. SAN ALBERTO HURTADO, Estación Central",-33.45593,-70.68966,2D/1B,2503,0,45,92,venta,departamento
4723074,"CHILOE/SALESIANOS, San Miguel",-33.4959,-70.6483,2D/2B,2503,0,48,55,venta,departamento
4979790,"DIEGO PORTALES 1408, La Florida",-33.56091,-70.56897,3D/2B,2503,0,57,59,venta,departamento
5000272,"METRO GRECIA, Peñalolén",-33.4689,-70.576,3D/1B,2503,0,60,60,venta,departamento
4613708,"Dep. 2D / 2B Tipo Mariposa Boca Metro Ecuador ., Estación Central",-33.45546,-70.69994,2D/2B,2503,0,52,55,venta,departamento
5000792,"Av Diego Portales / Av Padre Alberto Hurtado, Estación Central",-33.44467,-70.69164,3D/2B,2503,0,110,114,venta,departamento
4920492,"San Pablo 1353 - Departamento 311, Santiago",-33.43406,-70.65686,2D/1B,2503,0,54,56,venta,departamento
4959243,"San Pablo 2002, Santiago",-33.43489,-70.66508,2D/2B,2503,0,55,55,venta,departamento
4954895,"General Velasquez, Quinta Normal",-33.43378,-70.69488,3D/2B,2503,0,74,74,venta,departamento
4999927,"Avenida Libertador Bernardo O'Higgins 4272, Estación Central",-33.45478,-70.69419,3D/1B,2503,0,65,65,venta,departamento
4428847,"METRO ROJAS MAGALLANES-EXCELENTE DEPARTAMENTO EN LA FLORIDA, La Florida",-33.53325,-70.59277,3D/1B,2504,0,59,65,venta,departamento
4405588,"CATEDRAL / CUETO, Santiago",-33.4395,-70.6725,2D/2B,2504,0,41,43,venta,departamento
4508436,"Santa Isabel, Santiago",-33.4497,-70.6412,2D/1B,2504,0,44,46,venta,departamento
4510613,"Alameda 4499, Estación Central",-33.4549,-70.697,3D/2B,2504,0,65,68,venta,departamento
4567067,"Carrascal, Quinta Normal",-33.4238,-70.69,3D/1B,2504,0,50,52,venta,departamento
4137699,"EL MOLINO / VIVACETA, Independencia",-33.4183,-70.6664,3D/1B,2504,0,48,52,venta,departamento
4714715,"Brasil / General Mackenna, Santiago",-33.4338,-70.6646,2D/2B,2504,0,54,56,venta,departamento
4713151,"Regimiento Bellavista - Metro Conchalí, Conchalí",-33.3958,-70.6613,3D/2B,2504,0,56,57,venta,departamento
4759333,"Teresa Vial 1235, San Miguel",-33.49299,-70.65449,1D/1B,2504,0,44,44,venta,departamento
4737731,"AMUNATEGUI/METRO SANTA ANA, Estación Central",-33.4367,-70.6569,2D/1B,2504,0,40,44,venta,departamento
4773654,"METRO HOSPITALES, DEPTO, EN 2° PISO, CALLE AMALIA ERRÁZURIZ, Independencia",-33.42001,-70.65727,2D/2B,2504,0,49.8,55.85,venta,departamento
4773658,"METRO HOSPITALES, DPTO. EN 2° PISO CALLE AMALIA ERRÁZURIZ, Independencia",-33.42001,-70.65727,2D/2B,2504,0,48.96,53.95,venta,departamento
4996664,"METRO GRECIA, Peñalolén",-33.46816,-70.57562,3D/1B,2504,0,66,66,venta,departamento
4996688,"DR. AMADOR NEGHME RODRÍGUEZ / EL LIBANO, Macul",-33.49922,-70.59192,3D/1B,2504,0,64,88,venta,departamento
4976323,"Metro Santa Lucía, Santiago",-33.44424,-70.6456,2D/2B,2504,0,42,42,venta,departamento
4508436,"Santa Isabel, Santiago",-33.4497,-70.6412,2D/1B,2504,0,44,46,venta,departamento
4510613,"Alameda 4499, Estación Central",-33.4549,-70.697,3D/2B,2504,0,65,68,venta,departamento
4567067,"Carrascal, Quinta Normal",-33.4238,-70.69,3D/1B,2504,0,50,52,venta,departamento
4137699,"EL MOLINO / VIVACETA, Independencia",-33.4183,-70.6664,3D/1B,2504,0,48,52,venta,departamento
4714715,"Brasil / General Mackenna, Santiago",-33.4338,-70.6646,2D/2B,2504,0,54,56,venta,departamento
4713151,"Regimiento Bellavista - Metro Conchalí, Conchalí",-33.3958,-70.6613,3D/2B,2504,0,56,57,venta,departamento
4759333,"Teresa Vial 1235, San Miguel",-33.49299,-70.65449,1D/1B,2504,0,44,44,venta,departamento
4737731,"AMUNATEGUI/METRO SANTA ANA, Estación Central",-33.4367,-70.6569,2D/1B,2504,0,40,44,venta,departamento
4773654,"METRO HOSPITALES, DEPTO, EN 2° PISO, CALLE AMALIA ERRÁZURIZ, Independencia",-33.42001,-70.65727,2D/2B,2504,0,49.8,55.85,venta,departamento
4773658,"METRO HOSPITALES, DPTO. EN 2° PISO CALLE AMALIA ERRÁZURIZ, Independencia",-33.42001,-70.65727,2D/2B,2504,0,48.96,53.95,venta,departamento
4996664,"METRO GRECIA, Peñalolén",-33.46816,-70.57562,3D/1B,2504,0,66,66,venta,departamento
4996688,"DR. AMADOR NEGHME RODRÍGUEZ / EL LIBANO, Macul",-33.49922,-70.59192,3D/1B,2504,0,64,88,venta,departamento
4976323,"Metro Santa Lucía, Santiago",-33.44424,-70.6456,2D/2B,2504,0,42,42,venta,departamento
4970157,"Santa Isabel / Arturo Prat, Santiago",-33.45076,-70.64864,2D/1B,2504,0,48,48,venta,departamento
4971988,"CALLE PICTON / AV. LO ESPEJO, El Bosque",-33.54584,-70.68499,3D/1B,2504,0,200,200,venta,departamento
4972049,"Gamero / Escanilla, Independencia",-33.4212,-70.66029,3D/2B,2504,0,75,75,venta,departamento
4955655,"AMERICO VESPUCIO- SANTA ELENA, Maipú",-33.47706,-70.75759,2D/2B,2505,0,43,45,venta,departamento
4560562,"Zenteno 1490 - Departamento 1001, Santiago",-33.46588,-70.64981,2D/1B,2505,0,44,44,venta,departamento
4560578,"Zenteno 1490 - Departamento 810, Santiago",-33.46588,-70.64981,2D/1B,2505,0,41,41,venta,departamento
4983808,"ATENCION INVERSIONISTAS!!!!! DEPARTAMENTO ARRENDADO !!!!!, Macul",-33.49175,-70.61753,1D/1B,2505,0,28,30,venta,departamento
4936761,"Maravilloso Departamento En La Cisterna, Entrega Inmediata, La Cisterna",-33.54181,-70.67385,2D/2B,2506,0,48,48,venta,departamento
4328937,"Trinidad Ramirez / Toconao, La Cisterna",-33.5429,-70.6691,1D/1B,2506,0,4.089,4.094,venta,departamento
4214517,"DEPARTAMENTO EN AVENIDA GRECIA 00, Ñuñoa",-33.46924,-70.58444,3D/1B,2508,0,75,77,venta,departamento
4926367,"Gran Avenida/varas Mena, San Miguel",-33.5092,-70.6561,2D/1B,2510,0,63,77,venta,departamento
5002361,"Alejandro Vial 7480, La Cisterna",-33.52562,-70.65323,3D/1B,2510,0,66,70,venta,departamento
5037063,"José Miguel Carrera 130, La Florida",-33.55127,-70.58918,3D/1B,2510,0,51,54,venta,departamento
4846404,"Metro Ecuador, Estación Central",-33.45427,-70.69806,2D/1B,2511,0,41.2,43.6,venta,departamento
4404022,"Eyzaguirre 85, San Bernardo",-33.58681,-70.70316,3D/1B,2512,0,70,70,venta,departamento
4786898,"Avenida Santa Rosa / Eleuterio Ramírez / Metro Santa Lucia, Santiago",-33.44758,-70.64541,2D/2B,2514,0,48,52,venta,departamento
4852764,"Proyecto Nataniel Cox - 1D1B - Santiago, Santiago",-33.454,-70.6527,1D/1B,2515,0,48,52,venta,departamento
4417414,"San Pablo 3900 - Departamento 1410, Quinta Normal",-33.43757,-70.68854,3D/2B,2519,0,59.01,61.5,venta,departamento
4934307,"Álvarez De Toledo 880 - Departamento 1808, San Miguel",-33.49098,-70.64742,2D/1B,2520,0,43,45,venta,departamento
4961359,"Santa Isabel 797, Santiago",-33.45066,-70.6467,2D/1B,2520,0,44,44,venta,departamento
3478829,"Avenida Salesianos 1440, San Miguel",-33.49072,-70.65866,1D/1B,2520,0,33.94,35.74,venta,departamento
4685686,"Av. La Paz, Región Metropolitana De Sant, Recoleta",-33.4256,-70.6511,2D/2B,2520,0,55,58,venta,departamento
5013554,"Santiago Centro. Primer Semestre 2021. Dividendo: $270.000 – Arriendo: $298.925. 1D+1B., Santiago",-33.47055,-70.66158,1D/1B,2520,0,34,34,venta,departamento
5021276,"Santa Isabel 797, Santiago",-33.45066,-70.6467,2D/1B,2520,0,40,44,venta,departamento
4851500,"CALLE MARIN 395, Santiago",-33.44624,-70.63862,1D/1B,2520,0,45,45,venta,departamento
4717719,"Goycolea 677, La Cisterna",-33.54176,-70.65801,3D/2B,2521,0,59,59,venta,departamento
4701503,"Avda La Paz / Dávila Baeza, Recoleta",-33.42551,-70.65105,2D/2B,2521,0,56,58,venta,departamento
4826174,"Los Industriales S, Macul",-33.4864,-70.60518,3D/2B,2522,0,80,163,venta,departamento
3673865,"Inversionistas: Departamentos En Ñuñoa Donde El Arriendo Cubre Todo O Gran Parte Del Dividendo En Ñuñoa, Jorge Pedro Alessandri, Ñuñoa",-33.46317,-70.59829,1D/1B,2523,0,33,38,venta,departamento
4981215,"Vicuña Mackenna / Rodrigo De Araya, San Joaquín",-33.4774,-70.6229,2D/2B,2525,0,50,52,venta,departamento
4748238,"Garcias Reyes 8, Santiago",-33.44828,-70.67043,2D/2B,2525,0,40,42,venta,departamento
4981682,"Metro Camino Agricola, Macul",-33.49044,-70.61551,1D/1B,2526,0,38,41,venta,departamento
4144413,"34 4 - Departamento 42, Ñuñoa",-33.47117,-70.58167,2D/1B,2526,0,72,72,venta,departamento
4967593,"General Mackenna, Santiago",-33.4334,-70.6585,2D/1B,2530,0,49,44,venta,departamento
4769849,"Escuela Agrícola 1710, Macul",-33.49062,-70.61582,1D/1B,2530,0,26,26,venta,departamento
4722309,"Bella Vista - Baquedano, Providencia",-33.4339,-70.6367,1D/1B,2530,0,35,41,venta,departamento
4984002,"José Miguel Carrera 130, La Florida",-33.55127,-70.58918,3D/1B,2530,0,51,54,venta,departamento
4769849,"Escuela Agrícola 1710, Macul",-33.49062,-70.61582,1D/1B,2530,0,26,26,venta,departamento
4722309,"Bella Vista - Baquedano, Providencia",-33.4339,-70.6367,1D/1B,2530,0,35,41,venta,departamento
4762278,"Avenida Brasil 875, Santiago",-33.43379,-70.66461,2D/1B,2532,0,52,52,venta,departamento
5034833,"Proyecto Lo Ovalle - 2D1B - La Cisterna, La Cisterna",-33.3528,-70.7404,2D/1B,2533,0,52,52,venta,departamento
5034846,"Proyecto General Freire 80 - 2D1B - La C, La Cisterna",-33.5208,-70.6586,2D/1B,2533,0,52,52,venta,departamento
5031110,"BARRIO UNIVERSITARIO / RENTABILIDAD 8% / 3D-2B / 65 Mts2, Santiago",-33.45391,-70.6696,3D/2B,2533,0,65,65,venta,departamento
4859420,"Amplio Depto 2D/1B - Av Matta, Santiago",-33.4597,-70.6461,2D/1B,2535,0,63,65,venta,departamento
4974483,"Calle Rosas 2999, Santiago",-33.46912,-70.642,3D/2B,2535,0,55,55,venta,departamento
4985927,"METRO GRUTA, Quinta Normal",-33.43743,-70.6886,3D/1B,2536,0,52,52,venta,departamento
5036877,"LOS TRES ANTONIOS, Ñuñoa",-33.46445,-70.604,2D/1B,2536,0,58,58,venta,departamento
4970124,"Vital Apoquindo / Fleming, Las Condes",-33.42344,-70.52888,2D/1B,2537,0,60,60,venta,departamento
5008230,"San Isidro 19, Santiago",-33.44299,-70.64496,1D/1B,2539,0,28,28,venta,departamento
4090567,"Hipódromo Chile 1701, Independencia",-33.40682,-70.66414,2D/2B,2539,0,55,59.6,venta,departamento
3711037,"Dardiñac / Pio Nono, Recoleta",-33.43366,-70.6361,1D/1B,2539,0,39,44,venta,departamento
4705454,"Americo Vespucio 2875, Macul",-33.48107,-70.581,3D/2B,2539,0,60,60,venta,departamento
4992387,"San Pablo 2002, Santiago",-33.43489,-70.66508,2D/1B,2539,0,52,57,venta,departamento
4834852,"Barrio Londres - San Francisco/Eleuterio, Santiago",-33.4483,-70.6469,2D/1B,2539,0,39,40,venta,departamento
4940538,"Diegos Portales, La Florida",-33.5618,-70.5727,3D/2B,2540,0,56,56,venta,departamento
4705295,"MAC IVER - ALAMEDA, Santiago",-33.44239,-70.64645,1D/1B,2540,0,40,40,venta,departamento
4659788,"Vicuña Mackenna / Vicente Valdes, La Florida",-33.52623,-70.59784,1D/1B,2540,0,35,35,venta,departamento
4274351,"SAN FRANCISCO / TARAPACA, Santiago",-33.45354,-70.65641,1D/1B,2540,0,30,35,venta,departamento
4626748,"Avenida Manuel Rodríguez Sur 677 - Departamento 902, Santiago",-33.45482,-70.65854,1D/1B,2540,0,48,52,venta,departamento
4613300,"Calle San Ignacio De Loyola 1286, Santiago",-33.46258,-70.65509,2D/2B,2541,0,60,60,venta,departamento
4578530,"Dardinag 28, Santiago",-33.43346,-70.63646,1D/1B,2541,0,36,40,venta,departamento
4973246,"Obispo Manuel Umaña, Estación Central",-33.4519,-70.685,2D/2B,2545,0,48,50,venta,departamento
4973246,"Obispo Manuel Umaña, Estación Central",-33.4519,-70.685,2D/2B,2545,0,48,50,venta,departamento
4379953,"Martinez De Rosas 3550, Quinta Normal",-33.42671,-70.699,3D/1B,2549,0,54,55,venta,departamento
4942867,"Barrio Republica /Av. España-3D-2B/63M2, Santiago",-33.45382,-70.67031,3D/1B,2550,0,63,63,venta,departamento
4921617,"Vicuña Mackenna 1231, Ñuñoa",-33.45735,-70.62952,2D/2B,2550,0,43,46,venta,departamento
4818838,"Carlos Dittborn/San Eugenio, Ñuñoa",-33.4671,-70.6236,1D/1B,2550,0,30,46,venta,departamento
4852760,"General Prieto/Barnechea - Parque De Los, Independencia",-33.4293,-70.6576,2D/1B,2550,0,30,46,venta,departamento
4844200,"Avenida Vicuña Mackenna Oriente 6553 - Departamento 1708, La Florida",-33.51473,-70.60448,1D/1B,2550,0,32,34,venta,departamento
4874407,"Presidente Balmaceda 2088, Santiago",-33.43035,-70.66643,2D/2B,2550,0,55,58,venta,departamento
4968967,Santiago,-33.46912,-70.642,3D/1B,2550,0,63,126,venta,departamento
4951086,"Departamento Con AIRBNB Funcionando San Martín, Santiago",-33.43513,-70.65859,1D/1B,2550,0,32,36,venta,departamento
4380643,"ALVAREZ D TOLEDO // SAN FRANCISCO, San Miguel",-33.4913,-70.6474,2D/2B,2550,0,57,57,venta,departamento
4438966,"Escuela Agrícola 1710, Macul",-33.49062,-70.61582,2D/1B,2550,0,43,47,venta,departamento
4442604,"Álvarez De Toledo, San Miguel",-33.49071,-70.64819,2D/2B,2550,0,57.57,57.57,venta,departamento
4474584,"METRO CIUDAD DEL NIÑO, San Miguel",-33.508,-70.6556,2D/1B,2550,0,56,63,venta,departamento
4238636,"Gorbea / Almirante Latorre, Santiago",-33.4527,-70.6639,2D/2B,2550,0,43,46,venta,departamento
4320228,"Av. Recoleta / Juarez Larga, Recoleta",-33.4262,-70.6461,2D/2B,2550,0,60,62,venta,departamento
4300466,"Arturo Prat / Victoria, Santiago",-33.4646,-70.64687,3D/1B,2550,0,52.8,53,venta,departamento
4625418,"San Francisco / Tarapaca, Santiago",-33.44742,-70.64668,1D/1B,2550,0,30,32.5,venta,departamento
4626331,"Estudio Santa Rosa - Alameda 1d/ 1b - Estacionamiento, Santiago",-33.44756,-70.64521,1D/1B,2550,0,43,43,venta,departamento
3679904,"Amunategui / Metro Santa Ana, Santiago",-33.43589,-70.65696,2D/2B,2550,0,48,48,venta,departamento
3190985,"EDIFICIOS LA RECOLETA, Recoleta",-33.42551,-70.65105,2D/2B,2550,0,58,58,venta,departamento
4114252,"TITAN 4870 - Departamento 902-A, Estación Central",-33.45901,-70.70301,3D/1B,2550,0,50,52,venta,departamento
4757741,"San Isidro 96, Santiago",-33.44464,-70.64426,1D/1B,2550,0,30,32,venta,departamento
4736663,"Metro Ciudad Del Niño - Gran Avenida, San Miguel",-33.5128,-70.6593,2D/2B,2550,0,46,48,venta,departamento
4811034,"Sexta Avenida 1150, San Miguel",-33.50938,-70.65788,2D/1B,2550,0,70,70,venta,departamento
4942867,"Barrio Republica /Av. España-3D-2B/63M2, Santiago",-33.45382,-70.67031,3D/1B,2550,0,63,63,venta,departamento
4921617,"Vicuña Mackenna 1231, Ñuñoa",-33.45735,-70.62952,2D/2B,2550,0,43,46,venta,departamento
4818838,"Carlos Dittborn/San Eugenio, Ñuñoa",-33.4671,-70.6236,1D/1B,2550,0,30,46,venta,departamento
4852760,"General Prieto/Barnechea - Parque De Los, Independencia",-33.4293,-70.6576,2D/1B,2550,0,30,46,venta,departamento
4844200,"Avenida Vicuña Mackenna Oriente 6553 - Departamento 1708, La Florida",-33.51473,-70.60448,1D/1B,2550,0,32,34,venta,departamento
4874407,"Presidente Balmaceda 2088, Santiago",-33.43035,-70.66643,2D/2B,2550,0,55,58,venta,departamento
4968967,Santiago,-33.46912,-70.642,3D/1B,2550,0,63,126,venta,departamento
4951086,"Departamento Con AIRBNB Funcionando San Martín, Santiago",-33.43513,-70.65859,1D/1B,2550,0,32,36,venta,departamento
4220162,"Zenteno / Tarapacá (estacionamiento), Santiago",-33.44694,-70.65234,1D/1B,2556,0,35,35,venta,departamento
4983743,"Carlos Dittborn 1581, Ñuñoa",-33.4656,-70.61531,3D/1B,2557,0,70,71,venta,departamento
4189594,"Ricardo Cumming 1355, Santiago",-33.42966,-70.66928,2D/2B,2560,0,58,63,venta,departamento
4978372,"ARTURO PRAT, CON BODEGA!, Santiago",-33.4546,-70.6481,2D/2B,2560,0,56,56,venta,departamento
4917409,"DPTO. 2D/2B METRO TOESCA CON SANTA ISABEL, Santiago",-33.45337,-70.65708,2D/2B,2560,0,45,45,venta,departamento
4898949,"VITAL APOQUINDO/FLEMING, Las Condes",-33.4235,-70.529,2D/1B,2563,0,44,45,venta,departamento
4306795,"Concón 67 - Departamento J 61, Santiago",-33.45624,-70.69587,2D/2B,2565,0,49,49,venta,departamento
4926631,"A UNA CUADRA DEL METRO SAN ALBERTO HURTA, Estación Central",-33.4524,-70.6895,2D/2B,2568,0,50,50,venta,departamento
4753629,"Oportunidad! Belisario Prats 2D + 2B + Estacionamiento, Independencia",-33.41041,-70.65485,2D/2B,2570,0,54,58,venta,departamento
4978734,"Depto 1D+1B+1Est REMODELADO 35 M2 Total Moneda/Autopista Central, Santiago",-33.44321,-70.66097,1D/1B,2570,0,35,35,venta,departamento
4996413,"Ana Luisa / Gran Avenida, San Miguel",-33.48962,-70.65175,1D/1B,2570,0,40,45,venta,departamento
5014318,"SAN FRANCISCO/ELEUTERIO RÁMIREZ/ METRO S, Santiago",-33.4483,-70.6469,2D/1B,2570,0,38,45,venta,departamento
4954328,"Metro Camino Agrícola/Escuela Agricola /, Macul",-33.4907,-70.6156,1D/1B,2570,0,37,40,venta,departamento
5017247,"RIO JORDAN, Lo Barnechea",-33.3527,-70.5185,3D/1B,2571,0,66,66,venta,departamento
4346113,"Esmeralda / Santa Elisa, La Cisterna",-33.5197,-70.6567,3D/1B,2572,0,62,62,venta,departamento
4936771,"Excelente Departamento En La Cisterna, Cercano A Metro Lo Ovalle, La Cisterna",-33.51968,-70.65673,3D/1B,2572,0,62,62,venta,departamento
4977912,"Lindo Departamento 1 Dormitorio, Santiago",-33.44742,-70.64668,1D/1B,2572,0,34,34,venta,departamento
4952402,"Gran Avenida Jose Miguel Carrera 5888, San Miguel",-33.50865,-70.65617,2D/2B,2572,0,60,60,venta,departamento
5022514,"Blanco Garcés 50 - Departamento 72, Estación Central",-33.45216,-70.69805,2D/2B,2572,0,63,67,venta,departamento
3985303,"Cerca Del Metro O´higgins, Santiago",-33.4653,-70.6491,2D/1B,2572,0,50,50,venta,departamento
5035979,"STA ISABEL, Santiago",-33.4534,-70.6571,2D/2B,2572,0,44,47,venta,departamento
5030156,"METRO SANTA ANA / ATENCION INVERSIONISTAS, Santiago",-33.43652,-70.65697,2D/1B,2572,0,40,42,venta,departamento
5030843,"SANTA ISABEL, Santiago",-33.45354,-70.65641,1D/1B,2572,0,40,35,venta,departamento
5024547,"Santa Isabel / Lira, Santiago",-33.4479,-70.64013,2D/2B,2573,0,41,42,venta,departamento
4889164,"Independencia 4599, Conchalí",-33.38606,-70.67885,2D/2B,2573,0,54,54,venta,departamento
5018229,"Vicuña Mackenna 1751, Santiago",-33.46912,-70.642,3D/2B,2573,0,60,60,venta,departamento
4798017,"Lord Cochranne / Miguel De Olivares, Santiago",-33.44957,-70.6549,2D/1B,2574,0,48,48,venta,departamento
5014626,"PISO 2 - DEPARTAMENTO TOTALMENTE REMODELADO EN MODERNO EDIFICIO A PASOS DEL METRO SANTA ANA, Santiago",-33.43565,-70.65874,2D/1B,2574,0,48,48,venta,departamento
